locator,location,time,Nall,Nmissed,Ncorrect,Nwrong,mergeEquivalent,mergeSuperCSubSpace,mergeTypeChefSubSpace,mergeDisjointOrOverlapping,isTrue
FeatureCoPP + Kmax,busybox-1.18.5/loginutils/login.c:61,922,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/loginutils/su.c:28,875,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/mailutils/sendmail.c:36,905,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/beep.c:10,854,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/chrt.c:113,863,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/crontab.c:86,908,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/flashcp.c:138,871,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/inotifyd.c:138,873,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/man.c:95,901,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/rfkill.c:107,849,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/taskset.c:71,853,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/volname.c:29,840,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/miscutils/wall.c:24,883,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/modutils/modprobe-small.c:542,951,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/networking/libiproute/ip_parse_common_args.c:70,848,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/networking/libiproute/ip_parse_common_args.c:74,847,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/networking/libiproute/iptunnel.c:441,944,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/networking/nameif.c:83,896,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/networking/nbd-client.c:14,860,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/networking/udhcp/dumpleases.c:1,854,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/networking/udhcp/dumpleases.c:47,845,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/networking/wget.c:709,970,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/procps/sysctl.c:88,883,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/procps/watch.c:30,850,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/runit/runsvdir.c:79,905,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/selinux/selinuxenabled.c:11,820,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/shell/shell_common.c:92,842,1,1,0,0,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/sysklogd/klogd.c:37,893,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/sysklogd/syslogd_and_logger.c:34,761,1,1,0,0,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/sysklogd/syslogd_and_logger.c:36,766,1,1,0,0,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/fdformat.c:69,856,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/fdisk_sgi.c:357,952,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/fsck_minix.c:549,997,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/fsck_minix.c:865,1011,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/hexdump.c:6,864,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/mkfs_ext2.c:596,927,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/mkfs_reiser.c:270,905,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/mkswap.c:135,852,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/more.c:76,874,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/more.c:95,867,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/rdev.c:17,833,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/volume_id/linux_swap.c:2,850,1,0,?,?,0,0,0,0,0
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/volume_id/unused_lvm.c:72,833,1,0,?,?,0,0,0,0,1
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/volume_id/unused_mac.c:109,851,1,0,?,?,0,0,0,0,1
FeatureCoPP + Kmax,busybox-1.18.5/util-linux/volume_id/unused_nvidia_raid.c:19,818,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/archival/bbunzip.c:171,5678,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/archival/bbunzip.c:384,5745,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/archival/libarchive/data_extract_to_command.c:88,5447,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/archival/libarchive/filter_accept_list_reassign.c:7,13170,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/archival/libarchive/get_header_cpio.c:157,5432,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/archival/libarchive/get_header_cpio.c:57,5475,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/archival/libarchive/get_header_tar.c:260,5319,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/archival/libarchive/get_header_tar_gz.c:27,13011,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/archival/libarchive/seek_by_read.c:16,14893,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/archival/rpm2cpio.c:27,6035,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/archival/tar.c:642,22926,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/console-tools/resize.c:1,13513,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/console-tools/setconsole.c:24,13360,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/console-tools/setconsole.c:27,13385,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/console-tools/setlogcons.c:21,15294,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/coreutils/chroot.c:29,13497,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/cksum.c:62,13770,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/coreutils/comm.c:83,6206,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/coreutils/date.c:281,6871,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/fsync.c:8,13753,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/libcoreutils/getopt_mk_fifo_nod.c:47,13307,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/coreutils/nice.c:18,15043,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/coreutils/sleep.c:66,6536,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/coreutils/stty.c:357,6103,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/coreutils/stty.c:7,5985,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/coreutils/sum.c:58,6686,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/sum.c:8,6471,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/sync.c:4,13820,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/tail.c:286,7343,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/test_ptr_hack.c:9,1845,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/tr.c:197,8490,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/coreutils/uniq.c:85,15331,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/coreutils/whoami.c:23,17002,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/blkid/devname.c:138,3783,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/blkid/devno.c:41,3364,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/e2p/parse_num.c:33,6671,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/dirhash.c:191,2720,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/expanddir.c:76,2543,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/fileio.c:197,2569,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/gen_bitmap.c:35,2620,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/gen_bitmap.c:36,2711,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/inline.c:14,2667,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/ismounted.c:12,3031,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/openfs.c:128,2777,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/sparse.c:9,2454,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/swapfs.c:111,2931,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/unix_io.c:628,3030,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/ext2fs/write_bb_file.c:16,2461,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/fsck.c:837,9668,1,0,?,?,0,0,0,0,1
Merge,busybox-1.18.5/e2fsprogs/old_e2fsprogs/uuid/gen_uuid.c:210,4661,1,0,?,?,0,0,1,0,0
Merge,busybox-1.18.5/editors/awk.c:2237,7311,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/editors/ed.c:223,9494,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/editors/patch.c:423,7832,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/init/halt.c:64,7166,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/init/mesg.c:20,14144,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/libbb/compare_string_array.c:82,14673,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/copy_file.c:37,7380,1,0,?,?,1,0,0,0,1
Merge,busybox-1.18.5/libbb/copyfd.c:61,13964,1,0,?,?,1,0,0,0,1
Merge,busybox-1.18.5/libbb/dump.c:288,7574,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/fgets_str.c:57,14656,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/find_pid_by_name.c:2,15090,1,0,?,?,1,0,0,0,1
Merge,busybox-1.18.5/libbb/obscure.c:138,6785,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/obscure.c:20,6350,1,0,?,?,1,0,0,0,1
Merge,busybox-1.18.5/libbb/perror_nomsg.c:21,3033,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/platform.c:42,17524,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/libbb/printable.c:12,13932,1,0,?,?,0,0,0,1,0
Merge,busybox-1.18.5/libbb/progress.c:141,26822,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/remove_file.c:51,13907,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/run_shell.c:75,15766,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/selinux_common.c:32,6410,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/libbb/str_tolower.c:13,14526,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/libbb/update_passwd.c:250,14812,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/libbb/xregcomp.c:31,15269,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/libpwdgrp/pwd_grp.c:696,8266,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/loginutils/cryptpw.c:75,14274,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/loginutils/login.c:61,7496,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/loginutils/su.c:28,6320,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/mailutils/sendmail.c:36,6296,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/miscutils/beep.c:10,6416,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/miscutils/chrt.c:113,6331,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/miscutils/crontab.c:86,6676,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/miscutils/flashcp.c:138,6751,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/miscutils/inotifyd.c:138,6716,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/miscutils/man.c:95,7048,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/miscutils/rfkill.c:107,6847,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/miscutils/taskset.c:71,13208,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/miscutils/volname.c:29,14519,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/miscutils/wall.c:24,6158,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/modutils/modprobe-small.c:542,8076,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/networking/libiproute/ip_parse_common_args.c:70,23790,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/networking/libiproute/ip_parse_common_args.c:74,22748,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/networking/libiproute/iptunnel.c:441,86579,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/networking/nameif.c:83,6854,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/networking/nbd-client.c:14,6760,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/networking/udhcp/dumpleases.c:1,20232,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/networking/udhcp/dumpleases.c:47,19530,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/networking/wget.c:709,7804,1,0,?,?,0,0,1,0,0
Merge,busybox-1.18.5/procps/sysctl.c:88,7512,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/procps/watch.c:30,14650,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/runit/runsvdir.c:79,6733,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/selinux/selinuxenabled.c:11,13883,1,0,?,?,0,0,0,1,0
Merge,busybox-1.18.5/shell/shell_common.c:92,13990,1,1,0,0,0,0,0,0,0
Merge,busybox-1.18.5/sysklogd/klogd.c:37,16261,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/sysklogd/syslogd_and_logger.c:34,6140,1,1,0,0,0,0,0,0,0
Merge,busybox-1.18.5/sysklogd/syslogd_and_logger.c:36,6260,1,1,0,0,0,0,0,0,0
Merge,busybox-1.18.5/util-linux/fdformat.c:69,5836,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/util-linux/fdisk_sgi.c:357,2042,1,0,?,?,0,0,0,0,0
Merge,busybox-1.18.5/util-linux/fsck_minix.c:549,8381,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/util-linux/fsck_minix.c:865,8661,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/util-linux/hexdump.c:6,6360,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/util-linux/mkfs_ext2.c:596,7842,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/util-linux/mkfs_reiser.c:270,7094,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/util-linux/mkswap.c:135,6505,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/util-linux/more.c:76,6586,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/util-linux/more.c:95,6701,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/util-linux/rdev.c:17,14382,1,0,?,?,0,1,0,0,0
Merge,busybox-1.18.5/util-linux/volume_id/linux_swap.c:2,6500,1,0,?,?,1,0,0,0,0
Merge,busybox-1.18.5/util-linux/volume_id/unused_lvm.c:72,6498,1,0,?,?,0,1,0,0,1
Merge,busybox-1.18.5/util-linux/volume_id/unused_mac.c:109,6527,1,0,?,?,1,0,0,0,1
Merge,busybox-1.18.5/util-linux/volume_id/unused_nvidia_raid.c:19,6367,1,0,?,?,1,0,0,0,1
